wav_filename,wav_filesize,transcript
wavs/1993-147149-0024.wav,374158,i cannot think what possesses me that i must always be wanting to comfort him when hes downcast and that i must go meddling with him to night when sure enough it was his aunts place to speak to him
wavs/1993-147149-0020.wav,543438,mary i almost loathe myself when i feel i would not give up this minute when my brothers lie dead and father and mother are in such trouble for all my life thats past and gone and mary as she tried to release her hand you know what makes me feel so blessed
wavs/251-118436-0000.wav,200398,he was young no spear had touched him no poison lurked in his wine
wavs/3170-137482-0046.wav,296078,your apartment is ready you may send your clothes you shall have a servant a gondola at your orders my own table and ten sequins a month
wavs/6319-64726-0007.wav,535278,one said it was an enchanted castle another that witches lived there but most believed that it was occupied by a great ogre which carried thither all the children he could catch and ate them up one at a time for nobody could get at him through the wood
wavs/6313-66129-0022.wav,137358,all agreed that tads superior horsemanship alone had won the race for him
wavs/5536-43358-0007.wav,301518,knowing that god sets no value upon material things he took with him no offerings or sacrifices other than symbolic objects such as paints and tobacco
wavs/5895-34622-0004.wav,137358,the wheels were all of the same size and high as wagon wheels
wavs/8842-302201-0014.wav,499918,the second part is divided into two for in the first i speak of her as regards the nobleness of her soul relating some of her virtues proceeding from her soul in the second i speak of her as regards the nobleness of her body narrating some of her beauties here love saith concerning her
wavs/2412-153954-0013.wav,125358,i saw a few sheep with rounded noses and enormous tails
wavs/1272-128104-0010.wav,179278,here the fire and the ornaments fred brought home from india on the mantel board
wavs/5895-34629-0003.wav,100718,he entered heaven only by the artists door
wavs/652-129742-0011.wav,105038,set into a cold place to chill and become firm
wavs/3000-15664-0042.wav,205198,the ascent of lassens butte is an easy walk and the views from the summit are extremely telling
wavs/5536-43358-0004.wav,186478,among us all men were created sons of god and stood erect as conscious of their divinity
wavs/777-126732-0077.wav,77038,he gets a red face poring over them
wavs/3853-163249-0026.wav,186798,it would have taken many napsaxtoholditteget showered upon him by his friends and neighbors
wavs/5895-34622-0000.wav,107918,what true things are told in stories
wavs/3752-4944-0015.wav,132398,well now said meekin with asperity i dont agree with you
wavs/777-126732-0063.wav,581518,down below in the quiet now street measured footsteps approached the house then died away unhurried and firm as if the passer by had started to pace out all eternity from cast them to gasetintaknight without end and the drowsy ticking of the old clock on the landing they came to stictlyaudiblein the bedroom
wavs/7976-105575-0013.wav,320878,when morning came the firing opened and for all that day the battle raged fiercely at the left and center left we get in the worst of it too
wavs/1462-170142-0027.wav,134158,something of their troubling sweetness came back to alexander too
wavs/6319-275224-0005.wav,408078,still the rose tree stood out that there must be some great advantages in a gardeners care for she could not pretend to be ignorant of her own superiority to all her wild relations in the woods
wavs/7976-110124-0002.wav,251118,how do you know asked their father i am older and wiser than you are and i know that there are many evils which might come upon you
wavs/6241-61946-0016.wav,202638,these sacred edifices are however very much like these people who do without watches and never miss them
wavs/2035-152373-0015.wav,272398,here the holy prelate of ferns met him and related a vision in which he had been instructed to demand the abolition of the impost
wavs/2428-83705-0012.wav,284558,i was persuaded that somebody besides that cousin got a profit out of mary annes engagement ring but i handed over the amount
wavs/3536-23268-0009.wav,138158,miss milner you shall not leave the house this evening sir
wavs/8842-302203-0003.wav,138798,when being aroused i opened mine eyes and knew that it had been a deception
wavs/6319-57405-0008.wav,398798,we should like above all things said ducanian to see this land full of people once more for without neighbors and friends the world is a very lonely place indeed
wavs/777-126732-0080.wav,81198,he cant stand the notion of any cruelty
wavs/3170-137482-0013.wav,79118,where is my husband
wavs/8842-302203-0009.wav,387118,this ladys right name was joan but because of her comeliness or at least it was so imagined she was called of many btemaverta spring and went by that name among them
wavs/84-121550-0002.wav,264558,thou makest me remember where and what prosepina that moment was when lost her mother her and she herself the spring
wavs/1988-147956-0015.wav,133678,he struck ambrosch on the back and the boy smiled knowingly
wavs/2277-149897-0035.wav,110478,very truly yours et cetera compromise
wavs/2428-83705-0040.wav,139758,we are going for our honeymoon to italy and the south of france
wavs/174-84280-0007.wav,311438,i became grotesquely anxious to assure him that indeed she and i had been as they say innocent throughout her last stay together
wavs/2277-149897-0001.wav,88238,he could hardly realise how it had all come about
wavs/1272-141231-0021.wav,148878,every man who entered the twenties had his own training tricks
wavs/3536-23268-0021.wav,444878,he coughed drank his tea endeavor to talk but found it difficult sometimes read and in this manner near two hours were passed away when miss milner came into the room not dressed for a ball but as she had risen from dinner
wavs/6313-76958-0007.wav,118478,weve got a hard drive before and every bad must be fit as a file
wavs/5694-64038-0014.wav,137358,i dont think his gun was loaded though because we did not hear the ball whistle
wavs/422-122949-0006.wav,457518,here is the seat of the origin of the famous antithesis good and evil power and dangerousness are assumed to reside in the evil a certain dreadfulness subtlety and strength which do not admit of being despised
wavs/2277-149874-0003.wav,246478,he was of a clean saving disposition and had already paid a number of monthly instalments on two lots far out on the west side
wavs/7976-110124-0011.wav,175118,it is a fearful night to send away a beggar said the eldest sister while they were eating
wavs/3752-4944-0062.wav,135758,he mixed a teaspoon of this in apanikan of water and drank it
wavs/2277-149896-0015.wav,117678,he went in and examined his letters but there was nothing from carrie
wavs/5536-43359-0012.wav,154158,and he becomes an old man he loves to make a notable effort to prove his gratitude
wavs/5895-34615-0002.wav,279438,had gwynplaine when a child been so worthy of attention that his face had been subjected to transmutation why not
wavs/1993-147149-0014.wav,97838,then alice broke the silence by saying
wavs/2428-83699-0025.wav,256238,i had long been wishing that an old fashioned christmas had been completely extinct before i had thought of adventuring in quest of one
wavs/422-122949-0016.wav,160558,what will the moral philosophers who appear at this time have to preach
wavs/2902-9008-0012.wav,218478,strange that men should be content to grovel and be men when they might rise to the rank of gods
wavs/5694-64029-0014.wav,122318,bad generalship i thought it was christmas
wavs/3752-4944-0020.wav,431598,the reverend meekin eyed his clerical brother with horror the reverend meekin was not accustomed to clergymen who wore black neckties smoked clay pipes chewed tobacco and drank neat brandy out of tumblers
wavs/3170-137482-0029.wav,93038,he entreated me to tell him the truth
wavs/7850-281318-0020.wav,69676,much luck may you have
wavs/3170-137482-0005.wav,279118,we would very often spend the whole night rambling about the city inventing and carrying into execution the most impertinent practical jokes
wavs/6345-93302-0014.wav,195118,and yesterday i had a letter from her and she seems to expect to think and i thought i had to tell you darling
wavs/1462-170138-0021.wav,308718,he bowed as the warning bell rang and made how whispered you know lord westmere of course the stooped man with the long gray mustache talking to lady dowle
wavs/84-121550-0035.wav,263118,and what allurements or what vantages upon the forehead of the others showed that thou shouldst turn thy footsteps unto them
wavs/2412-153954-0023.wav,84878,hes had some effect in calming him
wavs/2277-149896-0006.wav,159118,he could arrange that satisfactorily for carrie would be glad to wait if necessary
wavs/2803-161169-0001.wav,303918,the sweetest perfumes floated through the air while thousands of birds answered the music of fountains with their songs
wavs/6313-66125-0000.wav,75438,youll all be over if you dont have a care
wavs/2428-83699-0000.wav,425838,i imagine there were several kinds of old fashioned christmases but it could hardly be worse than a chop in my chambers or horror of horrors at the club or my cousin lucys notion of what she calls the festive season
wavs/652-130737-0000.wav,319758,never drink any hard liquors such as whisky brandy gin or cocktails with oysters or clams as it is liable to upset you for the rest of the evening
wavs/7850-111771-0007.wav,351278,time wore away and on the ninth of april eighteen sixty five grant captured the confederate army under lee thus virtually ending the war
wavs/5895-34615-0007.wav,182638,it was gwynplaines laugh which created the laughter of others yet he did not laugh himself
wavs/1272-141231-0012.wav,247758,i am here because the matter is of utmost importance and brandd is sovaomoseanostandaside
wavs/3853-163249-0054.wav,593520,all watched with quickened breath and proud souls that living wave blue below and bite with a steely glitter above as it flowed down the street and away to join the sea of dauntless hearts that for monks had rolled up against the south and ebtbackrettened with the blood of men like these
wavs/3000-15664-0026.wav,81358,the mule deer are nearly as heavy
wavs/5694-64029-0015.wav,95918,the private good but he was no general you see
wavs/1272-135031-0021.wav,83118,i do not know confessed shaggy
wavs/1462-170138-0006.wav,274638,when they entered the stage box on the left the first act was well under way the scene being the interior of a cabin in the south of ireland
wavs/7850-111771-0003.wav,109678,general halleck in speaking of this battle said
wavs/3000-15664-0005.wav,270798,one blanket will be enough to carry or you may forego the pleasure and burden altogether as wood for fires is everywhere abundant
wavs/7850-73752-0013.wav,82638,it was indeed dancing on a volcano
wavs/1919-142785-0000.wav,85198,illustration long pepper
wavs/1272-141231-0004.wav,162958,one minute a voice said and the time was her sounded
wavs/174-50561-0005.wav,182638,lady lady my rose white lady i will you not hear a roundel lady
wavs/174-168635-0013.wav,187918,week followed week these two beings led a happy life in that hovel
wavs/777-126732-0044.wav,128878,with the insight of a kindred temperament he pronounced his verdict
wavs/2803-154320-0013.wav,139758,so that and that score there is little or no danger
wavs/2277-149897-0023.wav,105998,it was the worst sunday he had spent in his life
wavs/84-121550-0031.wav,277038,as soon as ever of my second age i was upon the threshold and changed life himself from me he took and gave to others
wavs/6241-61943-0012.wav,187598,the fact was that scarcely any one of them but expected some goods by the periodical vessel
wavs/2086-149220-0005.wav,290958,these two strange to say had thought it worth their while to come hither possibly from the range of hives beside some farm house miles away
wavs/2035-147961-0022.wav,109358,the shrieks that followed made everybody sober
wavs/3170-137482-0022.wav,448718,i jumped out of the gondola and found myself on the very spot where three years before i had taught razetta such a forcible lesson i enquired for a surgeon at the first coffee house and ran to the house that was pointed out to me
wavs/2412-153954-0014.wav,563758,in about four hours of walking from the time we started and after passing two or three more villages we came upon a considerable town and my guides made many times to make me understand something but i gathered no inkling of their meaning except that i need be under no apprehension of danger
wavs/2277-149897-0007.wav,251438,you take this to this address he said handing him the envelope and give it to missus hurstwood yes sir said the boy
wavs/3752-4944-0055.wav,69518,this is murderous
wavs/6241-61946-0017.wav,142638,to ride over salt water upon the back of a little horse seemed to me absurd
wavs/2412-153954-0006.wav,327118,their expression was divine and as they glanced at me timidly but with parted lips in great bewilderment i forgot all thoughts of their conversion in feelings that were far more earthly
wavs/2277-149897-0005.wav,366958,it was with great opposition after two or three hours of the most urgent mental affirmation and denial that at last he got an onvhelip placed in it the requested amount and slowly sealed it up
wavs/652-130726-0001.wav,347438,thompson opened a large restaurant in otharulstreet just above fillmore and for two years or more did a thriving business his place being noted for its good cooking and its splendid service
wavs/5536-43359-0001.wav,331598,her attitude and secret meditations must be such as to instill into the receptive soul of the unborn child the love of the great mystery and a sense of brotherhood with all creation
wavs/1272-135031-0017.wav,219598,however if we look sharp we may be able to discover one of these secret ways
wavs/652-130737-0003.wav,255118,austrian burgundy is one of the finest wines possessing rich flavor and fine perfume other burgundies are
wavs/5895-34622-0011.wav,497358,some believed it to be natural others declared it to be artificial and as conjecture was added to reality everywhere at every cross road on the journey in all the grounds of fairs and fetes the crowd ran after gwynplaine
wavs/1272-141231-0007.wav,151598,only his heart and lungs worked on at a strong measured rate
wavs/2428-83699-0019.wav,157198,there was a trap at the boy and blunderbuss but that required fetching
wavs/2277-149896-0014.wav,130318,after a time he gave up waiting and drearily headed for the madison car
wavs/7850-73752-0015.wav,245678,was it not all a dream of his own creation while his eye had been fixed in abstraction on that bright and flowing river
wavs/1272-135031-0012.wav,65358,where is my brother now
wavs/3081-166546-0021.wav,93198,i emphasized to complacently
wavs/2035-147961-0023.wav,137998,the road was clear and white and the grooms three blacks went like the wind
wavs/6313-66125-0001.wav,144078,looks like a clump of bushes down there but i aint sure can you make it out
wavs/2277-149897-0037.wav,96398,if he didnt go and see them they would sue him promptly
wavs/2428-83705-0034.wav,174478,that was what missus micfiercin said to me only the other day
wavs/1272-128104-0002.wav,399598,he tells us that at this festive season of the year with christmas and roast beef looming before us similes drawn from eating and its results or curb most readily to the mind
wavs/6241-66616-0003.wav,175598,a counter attack was made upon woonga and he was driven deep into the wilderness with great loss
wavs/3536-8226-0025.wav,122638,if you would have gone to mister skint sir suggested bozzle
wavs/3752-4944-0022.wav,524878,by and by a short figure smoking a cheroot came up out of the dark and proved to be doctor macklewain who had been prevented from attending the dinner by reason of an accident to a constable agnorfockbay which had claimed his professional attention
wavs/6319-57405-0002.wav,208718,these men he said to his mighty company are nothing but a source of trouble
wavs/5338-24615-0013.wav,258798,the court was spacious well paved and perfectly clean there being probably another entrance behind the stables for removing the litter
wavs/6313-76958-0000.wav,92558,chapter four the first night in camp
wavs/3081-166546-0040.wav,156718,in olden days they would have said struck by a bolt from heaven
wavs/8842-302201-0011.wav,167118,in the third i say what it is i purpose to speak so as not to be impeded by faintheartedness
wavs/3576-138058-0022.wav,860878,the wounded gentleman opened his all but closed eyes and recognising claudia said i see clearly fair and mistaken lady that it is thou that hast in mar a punishment not merited or deserved by my feelings stowrdthe for never did i mean to nor could i wrong thee in thought or deed
wavs/6295-244435-0031.wav,152078,the air too was unlike that of south carolina there was a sharper tang to it
wavs/7850-281318-0017.wav,278798,here wood pigeon said mother magpie you must place some sticks through and across criss cross criss cross so
wavs/1272-141231-0025.wav,279278,others had died before during the twenties and death during the last round was in some ways easier than defeat
wavs/3752-4943-0004.wav,448398,about dawn the next morning mister north who amongst other vagaries not approved of by his bishop had a habit of prowling about the prison at unofficial hours was attracted by a dispute at the door of the dormitory
wavs/5536-43358-0001.wav,316078,the original attitude of the american indian toward the eternal the great mystery that surrounds and embraces us was as simple as it was exalted
wavs/7976-110523-0017.wav,424398,creep in said the witch and see if it is hot enough and then we will put in the bread but she intended when grethel got in to shut up the oven and let her bake so that she might eat her as well as hansel
wavs/84-121123-0022.wav,83598,the two doctors therefore entered the room alone
wavs/6345-93306-0012.wav,82158,her little foot tapped the gravel impatiently
wavs/3752-4944-0060.wav,128878,oh god give me strength aid me help me
wavs/2902-9008-0002.wav,780718,but most probably had any of us entered that room that morning we should not have been able to spare a look either for the furniture or the general effect or the museum gardens or the sparkling mediterranean beyond but we should have agreed that the room was quite rich enough for human eyes for the sake of one treasure which it possessed and beside which nothing was worth a moments glance
wavs/2412-153947-0014.wav,409518,i made a few further very trifling alterations before moulds were taken but since the summer of eighteen seventy two as new editions were from time to time wanted they have been printed from stereos then made
wavs/1673-143397-0012.wav,298638,sixty eight bishops twenty two of metropolitan rank defended his cause by a modest and temperate protest they were excluded from the councils of their brethren
wavs/6313-76958-0006.wav,78318,none of you will be fit for duty to morrow
wavs/6313-66129-0014.wav,362798,supper having been finished the party gathered about the camp fire for their evening chat after which admonishing stacy to keep within his tent and not to go borrowing trouble the boys turned in for a sound sleep
wavs/1462-170145-0007.wav,202318,i told myself that if i were really thinking of you and not of myself a letter would be better than nothing
wavs/2277-149896-0010.wav,168878,so little did he consider dr that it never once occurred to him to worry about his finding out
wavs/3170-137482-0028.wav,124878,delighted with such a fortunate result we lay down again
wavs/6295-244435-0039.wav,292718,this was not the fashion of a year ago when they exchanged a friendly word or two but harry knew its cause now nobody could trust anybody else
wavs/6345-93302-0029.wav,420398,so he had lifted and went to south africa and he never came home covered with medals and glory which was rather his idea to the few simple words of explanation that would have made all straight and repaid her and him for all the past
wavs/3853-163249-0010.wav,325838,excellently i like pride of your sort impetuosity becomes you for you have leant control it if need be and the ambition is best of all
wavs/1462-170142-0010.wav,146638,ill do anything you wish me to bartley she said tremulously
wavs/5536-43359-0005.wav,216238,indeed the distinctive work of both grandparents is that of acquainting the youth with the national traditions and beliefs
wavs/777-126732-0073.wav,121678,he isnt fit to hear whats said here he believes its all true
wavs/7976-105575-0004.wav,192558,not balaklava nor the alma saw such fighting it was the duel to the death
wavs/7976-105575-0021.wav,149038,the cloud of rumbles we had seen divided itself into three columns
wavs/3000-15664-0046.wav,171598,every landscape low and high seems doomed to be trampled and harried
wavs/2412-153954-0010.wav,254158,the children were infinite in number and exceedingly merry i need hardly say that they came in for their full share of the prevailing beauty
wavs/2035-147960-0005.wav,210798,i whirled round and there on one of those dry gravel beds was the biggest snake i had ever seen
wavs/8842-302201-0010.wav,79278,the first part is divided in before
wavs/3081-166546-0061.wav,169198,not till the doctor came her doctor who was happily in his office in this very building
wavs/1673-143396-0003.wav,363438,his progress from infancy to youth and manhood was marked by a regular increase in stature and wisdom and after a painful agony of mind and body he expired on the cross
wavs/1272-128104-0012.wav,172238,only unfortunately his own work never does get good
wavs/2035-147961-0029.wav,119438,now his mill horse was being almost dragged by the other two
wavs/2803-161169-0005.wav,537518,walk down the sloping foot path now and be careful to keep out the way of the little cars that are coming and going on each side of you loaded on one side and empty on the other and seeming to run up and down by themselves
wavs/2277-149897-0008.wav,92238,any answer i guess not
wavs/174-84280-0002.wav,390478,it is the expression of life under cruder and more wrengid conditions than ours lived by people who loved and hated more naively aged sooner and died younger than we do
wavs/652-130726-0029.wav,248878,strain the sauce through a fine collander and add a few raisins a piece of honey cake or ginger snaps and the meat of one fresh tomato
wavs/2086-149220-0020.wav,93838,i turn up the earth by way of pastime
wavs/1993-147966-0006.wav,105358,you've got a bird they present this time jim and no mistake
wavs/1272-141231-0030.wav,228238,brian saw something close panic on its uponants face when the man finally recognized his error
wavs/1993-147149-0005.wav,255438,she stopped with her hand on the latch of the wilsons door to still her beating heart and listened to the hushed quiet within
wavs/1993-147966-0000.wav,356398,the week following christmas brought in a thaw and by new years day all the world about us was a broth of gray slush and the guttered slope between the windmill and the barn was running black water
wavs/3081-166546-0082.wav,245198,the time is narrowed down to one and in that one miss clarke was the only person to touch her
wavs/3752-4944-0031.wav,276878,perhaps you will have the goodness to allow me to be the best judge of that returned mackawine drawing up his little body to its least insignificant stature
wavs/3000-15664-0039.wav,152238,tracing rivers to their fountains makes the most charming of travels
wavs/3752-4944-0009.wav,83598,i had the pleasure of meeting him in society
wavs/1272-135031-0016.wav,73038,caicohesitated
wavs/251-118436-0008.wav,199438,with a long stained fingernail he mapped the constellations on the marble tiled floor
wavs/1272-128104-0000.wav,187438,mister quilter is the apostle of the middle classes and we are glad to welcome his gospel
wavs/84-121550-0004.wav,254958,ye are new comers and because i smile began she peradventure in this place elect to human nature for its nest
wavs/8842-302196-0003.wav,283598,the only true motive for putting poetry into a fresh language must be to endow a fresh nation as far as possible with one more possession of beauty
wavs/6295-64301-0032.wav,82958,its just like him he murmured
wavs/3752-4944-0006.wav,124398,have you many visitors captain burgess very few
wavs/6241-66616-0010.wav,300878,one of nesean's chief pleasures in life had been the educating of his woodland bride and it was the ambition of both that the little minutehokey her brother be reared in the ways of white children
wavs/6345-64257-0006.wav,292078,it was a summer night and the guests were wandering in and out at will and through house and garden amid lovely things of all colors and odors
wavs/5338-24615-0008.wav,309838,it had been built at a period when castles were no longer necessary and when the scottish architects had not yet acquired the art of designing a domestic residence
wavs/5536-43359-0013.wav,212718,he cuts off the choicest morsel of the meat and cast it into the fire the purest and most ethereal element
wavs/6295-64301-0001.wav,151438,it was the afternoon of a holiday and she had closed early
wavs/7850-73752-0019.wav,98478,is papa alone inquiredbrit's temple
wavs/3752-4943-0023.wav,97838,but carlin kept steadily on for the river
wavs/2412-153954-0007.wav,269838,even in middle age they were still comely and the old great haired women at their cottage doors had a dignity not to say majesty of their own
wavs/652-129742-0018.wav,175438,this dressing should stand in the ice box four or five hours to become seasoned
wavs/251-136532-0015.wav,244238,so they just came in here and lit the charcoal and sat drinking together till they all fell asleep
wavs/2428-83705-0023.wav,123118,i know what mamma can afford to give and i will see if she gives it
wavs/2428-83699-0029.wav,201518,there appeared to be no knocker though whether it had been twisted off was more than i could say
wavs/2078-142845-0047.wav,366798,when we take into account that the arabians are fond of lizards and locusts as articles of food their cousin altogether is scarcely attempting one
wavs/3576-138058-0005.wav,533038,seeing this santa got up and grappling with his master he gripped him with all his might in his arms giving him a trip with the heel stretched him on the ground on his back and pressing his right knee on his chest held his hands in his own so that he could neither move nor breathe
wavs/8842-302201-0006.wav,315758,whatever her sweet eyes are turned upon spirits of love to issue than in flame which through their eyes who then may look on them pierce to the hearts deep chamber every one
wavs/777-126732-0070.wav,234158,he was out of his mind with something he overheard about eating peoples flesh and drinking blood was the good of talking like that
wavs/2035-147961-0001.wav,141358,peter could give no very clear account of his transactions with cutter
wavs/777-126732-0029.wav,114798,he gave the discussion up with a slight shrug of the shoulders
wavs/251-136532-0006.wav,82158,tonys found the martians
wavs/1919-142785-0054.wav,247278,if the quanelsare not firm enough add the yolk of another egg but omit the white which only makes them hollow and puffy inside
wavs/6295-64301-0003.wav,216718,he pressed his violin case to his heart as if it were a living thing that could know that he loved it
wavs/2428-83699-0031.wav,105998,better ring again suggested the driver hard
wavs/3000-15664-0034.wav,507758,thus the shes river issues from a large lake like spring and shasta valley and about two thirds of the volume of the mc cloud gushes forth in a grand spring on the east side of the mountain a few miles back from its immediate base
wavs/251-137823-0022.wav,229678,he smiled guiltily as he added but i must admit i was more than a little concerned myself
wavs/8297-275155-0006.wav,221358,missus presty was at home she was reported to be in the garden of the hotel
wavs/2412-153948-0012.wav,197518,each must cry louder and wander farther yet may luck be with them both that they may find their own at nightfall
wavs/6345-64257-0020.wav,91598,with that came a pang of intense pain
wavs/1993-147149-0030.wav,496718,but the best of her plans the holiest that which in some measure redeemed the vanity of the rest were those relating to her father her dear father now oppressed with care and always a disheartened gloomy person
wavs/6319-64726-0018.wav,451598,then the prince took the princess by the hand she was dressed in great splendour but he did not hint that she looked as he had seen pictures of his great grandmother look he thought her all the more charming for that
wavs/1993-147965-0004.wav,93358,all afternoon he sat in the dining room
wavs/174-50561-0013.wav,339758,ill play for you now neath the apple bow and you shall dream on the lawn so shady lady lady my fair lady o my apple gold lady
wavs/8297-275156-0001.wav,148558,you have been to the hotel he burst out you have seen catherine
wavs/777-126732-0060.wav,252718,the comparison occurred to mister relacbecas he had satistried various army horses in his time and had now the sensation of an incipient fall
wavs/1272-135031-0007.wav,129838,he eats and sleeps very steadily replied the new king
wavs/2803-154328-0022.wav,153838,round his body was rolled a long coil of flax rope
wavs/1988-24833-0007.wav,169038,he does and for once i win a round i keep music for this semester
wavs/6345-93302-0028.wav,62158,he checked the silly impulse
wavs/2086-149220-0047.wav,125518,i will sit in the parlor awhile and collect my thoughts
wavs/8297-275155-0017.wav,285198,when he and i happened to be left together he naturally wondered after having seen the beautiful wife where the lucky husband might be
wavs/5895-34615-0000.wav,106798,but is laughter a synonym of joy
wavs/7976-105575-0014.wav,239758,that evening an order came for us hamiltons division to assault the enemys left flank at midnight
wavs/7976-105575-0001.wav,89678,my own regiment was in the advance
wavs/2803-161169-0009.wav,790318,ferns and palms mosses and trees and animals all perfect all beautiful and yet all hidden away under this hill and turned into shining black coal now i can very well remember when i first saw a coal fire and how odd it looked to see what seemed to be burning stones
wavs/1919-142785-0008.wav,649198,put the sugar with one quarter pint of water in a saucepan over the fire remove the scum as it rises and add the lemon peel and ginger with the outside scraped off when the syrup is tolerably thick take it off the fire and when cold wipe the cucumbers dry and put them in
wavs/8297-275155-0000.wav,335118,on the next day but one randal arranged his departure for sidenim so as to arrive at the hotel an hour before the time appointed for the dinner
wavs/84-121123-0007.wav,64078,what do you mean sir
wavs/8842-302203-0000.wav,359758,it at the first it seemed to me that i saw certain faces of women with their hair loosen which caught out to me thou shalt surely die after the which other terrible and unknown appearances said unto me thou art dead
wavs/3170-137482-0021.wav,318318,i rubbed it with all my strength but he told me in a sort of indistinct whisper that the numbness was spreading all along the left side and that he was dying
wavs/2086-149220-0002.wav,512398,there were also a few species of antique and hereditary flowers in no very flourishing condition but scrupulously weeded as if some person either out of love or curiosity had been anxious to bring them to such perfection as they were capable of attaining
wavs/2035-147961-0024.wav,121998,there are only three sledges left he whispered
wavs/777-126732-0047.wav,260078,nothing was all very well for these fellows who knew not mister vladimir and had women to fall back upon whereas he had on to provide for
wavs/5895-34629-0022.wav,193358,ursus was satisfied with the applause of southwark but by no means astonished
wavs/1462-170142-0000.wav,150958,the last two days of the voyage bartley found almost intolerable
wavs/6241-61946-0011.wav,323440,here and there could be seen an isolated farm some solitary bur or iclyndoccows built of wood earth fragments of lava looking like beggars on the highway of life
wavs/2902-9008-0010.wav,256718,ay she answered half bitterly and would that we could live without food and imitate perfectly the immortal gods
wavs/3170-137482-0033.wav,78958,the three friends were astounded
wavs/6313-66129-0001.wav,377678,with a shout the boys dashed pale mell to meet the pack train and falling in behind the slow moving burros urged them on with dervrasif shouts and sundry resounding slaps on the animals flanks
wavs/6295-244435-0021.wav,95118,it was a different harry who started home late in april
wavs/5895-34615-0015.wav,279918,the joyous convulsion of laughter was as a tribute paid they submitted to it gladly but almost mechanically
wavs/174-168635-0005.wav,253838,cosette on her side had also unknown to herself become another being poor little thing
wavs/3853-163249-0016.wav,495118,david held it close in both of his saying gratefully thank you mother then fixing his eyes on the younger yet not dearer women he added with a ring in his voice that made their hearts answer with a prompt ay ay in spite of love or fear
wavs/84-121550-0014.wav,261998,these standards to the rearward longer were than was my sight and as it seemed to me ten paces were the outermost apart
wavs/1919-142785-0020.wav,298958,this juice which is called citric acid be preserved in bottles for a considerable time by covering it with a thin stratum of oil
wavs/2902-9008-0011.wav,221198,there is fruit with lentils and rice waiting for you in the next room and bread unless you despise it too much
wavs/3536-8226-0008.wav,160398,the paternal parent has a right to his infants no doubt that was bozzles law
wavs/3853-163249-0035.wav,152238,and the inconsistent woman fell upon his butnebras weeping copiously
wavs/2428-83699-0007.wav,182798,i have never known a madge and yet from my boyhood upward i have desired to meet one
wavs/8297-275156-0004.wav,105038,supposing the report had been true
wavs/3170-137482-0004.wav,133358,our scandeless proceedings often exposed us to the greatest danger
wavs/2412-153948-0002.wav,119118,no one who is himself honest will doubt my being so
wavs/7850-286674-0007.wav,110638,well our lower lips anyway answered the nymph
wavs/8297-275156-0000.wav,114638,what are you doing here he asked
wavs/1272-141231-0014.wav,233838,he must have drawn his gun because the intruder said quickly put that away of being a fool out
wavs/3576-138058-0014.wav,580238,donquioday was on foot with his horse unbridled and his lance leaning against a tree and in short completely defenceless he thought it best therefore to fold his arms and bow his head and reserve himself for a more favourable occasion and opportunity
wavs/7850-286674-0012.wav,128718,heard da whos afraid answered he
wavs/8297-275155-0002.wav,283278,after reading one or two of the political articles he arrived at the columns specially devoted to fashionable intelligence
wavs/6345-93306-0004.wav,101518,never had any act seemed so impossible
wavs/1462-170145-0016.wav,133678,then when your manager added two more weeks i was already committed
wavs/3536-23268-0026.wav,282478,forgive the duties of my office and believe that no one is half so much concerned if it robs you of any degree of happiness as i myself am
wavs/6345-93306-0006.wav,147278,then she turned towards the quarter indicated and disappeared round the laurel bushes
wavs/8297-275154-0018.wav,70638,i am afraid he said
wavs/2428-83705-0041.wav,126798,a second cousin of mary anns is in the cooks tours line
wavs/5536-43363-0017.wav,294318,at another time when i was fourteen years old we had just left fort ellis on the as in a bone river and my youngest uncle had selected a fine spot for our night camp
wavs/2035-152373-0001.wav,533518,the ancestors of the present pretender congal surnamed the squint eyed had twice received and cherished the licentious bards when under the ban of tara and his popularity with that still powerful order was one prop of his ambition
wavs/2078-142845-0018.wav,170638,if carried any distance it should be stored away in air tight vessels
wavs/2277-149896-0022.wav,108238,later however his old discussion asserted itself
wavs/1993-147149-0006.wav,892238,she opened the door softly there sat missus wilson in the old rocking chair with one sick death like boy lying on her knee crying without let or pause but softly gently as fearing to disturb the troubled gasping child while behind her old alice let her fast dropping tears fall down on the dead body of the other twin which she was laying out on a board placed on a sort of sofa site in the corner of the room
wavs/5694-64025-0020.wav,235278,mule did not desire to cross while i was trying to persuade him with a big stick a rock in his ear and a twister on his nose
wavs/1462-170142-0018.wav,104558,there is this deception between me and everything
wavs/6295-244435-0032.wav,126158,it whipped his blood as it blew down from the slopes and crests
wavs/3081-166546-0079.wav,264238,and the glance she cast him while not meeting his eye showed that she understood the importance of the admission
wavs/5338-284437-0003.wav,87438,exclaimed trot of course
wavs/5694-64038-0007.wav,75918,they persuaded eloquently
wavs/6313-66129-0000.wav,90158,he no doubt would bring food of some kind with him
wavs/2428-83699-0018.wav,459118,no one had come to meet me the village was about a half a mile and hangar dene the house for which my steps were bent about four miles by the road how far it was across ploughed fields my informant did not mention
wavs/2086-149220-0036.wav,202318,it is nonsense said phoebe a little impatiently for us to talk about a picture which you have never seen
wavs/3576-138058-0023.wav,354318,it is not true then said claudia that thou wert going this morning to marry leonora the daughter of the rich belveseral
